OrderNumber;OrderDate;ShipDate;EmployeeIdentifier;EmployeeFirstName;EmployeeLastName;CustomerAccountNumber;CustomerFirstName;CustomerLastName;CustomerAddr;CustomerCity;CustomerCountry;SaleAmount;SaleCost
O-2025;23/07/2019;27/07/2019;E-276;Linda;Mitchell;C-29781;Guy;Gilbert;Vista Marketplace;Alhambra;US;5717,1308;4618,3
O-2026;24/07/2019;28/07/2019;E-279;Tsvi;Reiter;C-29882;Greg;Johnson;25050 S. Columbia Ave;Campbellsville;US;684,03;398,38
O-2027;24/07/2019;24/07/2019;E-276;Linda;Mitchell;C-29982;Melissa;Marple;603 Gellert Blvd;Daly City;US;3934,0566;2734,17
O-2028;24/07/2019;26/07/2019;E-283;David;Campbell;C-29490;Margaret;Smith;Lewiston Mall;Lewiston;US;2112,5395;1544,48
O-2029;24/07/2019;28/07/2019;E-275;Michael;Blythe;C-29707;Helen;Dennis;Corporate Ofc A/p;Chantilly;US;103299,6849;89705,44
O-2030;24/07/2019;27/07/2019;E-289;Jae;Pak;C-29639;Joseph;Castellucio;2511 Baker Road;Toronto;CA;96577,143;59916,46
O-2031;25/07/2019;28/07/2019;E-281;Shu;Ito;C-29815;Lucy;Harrington;482505 Warm Springs Blvd.;Fremont;US;17147,1425;9823,6
O-2032;25/07/2019;29/07/2019;E-278;Garrett;Vargas;C-29971;Robert;Lyon;609 Evans Avenue;Toronto;CA;2443,283;1961,95
O-2033;25/07/2019;27/07/2019;E-277;Jillian;Carson;C-30118;Caroline;Vicknair;660 Lindbergh;Saint Louis;US;39477,7558;22770,77
O-2034;25/07/2019;26/07/2019;E-278;Garrett;Vargas;C-29577;Lester;Bowman;770 Notre Datme Quest Bureau 800;Montreal;CA;7951,1594;5043,42
O-2035;26/07/2019;29/07/2019;E-277;Jillian;Carson;C-29635;Rob;Caron;Ward Parkway Center;Kansas City;US;8610,1714;6100,31
O-2036;26/07/2019;28/07/2019;E-276;Linda;Mitchell;C-29531;Cory;Booth;Eastern Beltway Center;Las Vegas;US;9020,689;5795,79
O-2037;26/07/2019;26/07/2019;E-277;Jillian;Carson;C-29758;Dorothy;Fox;Lakeline Mall;Cedar Park;US;91,176;59,26
O-2038;26/07/2019;29/07/2019;E-289;Jae;Pak;C-29714;Rudolph;Dillon;595 Burning Street;Vancouver;CA;51710,6749;35189,11
O-2039;26/07/2019;30/07/2019;E-276;Linda;Mitchell;C-29847;David;Hodgson;99700 Bell Road;Auburn;US;780,8182;490,51
O-2040;27/07/2019;30/07/2019;E-275;Michael;Blythe;C-29746;Fadi;Fakhouri;Cherry Grove Plaza;Cincinnati;US;9146,6459;7709,71
O-2041;27/07/2019;29/07/2019;E-276;Linda;Mitchell;C-29883;Barry;Johnson;2530 South Colorado Blvd.;Denver;US;1308,9375;1242,45
O-2042;28/07/2019;31/07/2019;E-281;Shu;Ito;C-29834;Cheryl;Herring;Corp Ofc Accts Payable;El Segundo;US;34385,2153;31166,76
O-2043;28/07/2019;01/08/2019;E-281;Shu;Ito;C-29690;Conor;Cunningham;Sports Store At Park City;Park City;US;39972,1321;34779,75
O-2044;28/07/2019;01/08/2019;E-281;Shu;Ito;C-29998;Jane;McCarty;409 Santa Monica Blvd.;Santa Monica;US;140078,3959;108308,62
O-2045;28/07/2019;31/07/2019;E-281;Shu;Ito;C-29842;Mike;Hines;25250 N 90th St;Scottsdale;US;1674,6854;1226,21
O-2046;28/07/2019;30/07/2019;E-275;Michael;Blythe;C-29669;Jeanette;Cole;P.O. Box 9005;Endicott;US;7200,2181;4822,71
O-2047;28/07/2019;28/07/2019;E-278;Garrett;Vargas;C-30037;Jim;Stewart;999 West Georgia St.;Vancouver;CA;8057,6592;6235,02
O-2048;29/07/2019;31/07/2019;E-276;Linda;Mitchell;C-29929;Jeffrey;Kurtz;Receiving;Fullerton;US;37284,7428;25357,35
O-2049;29/07/2019;31/07/2019;E-281;Shu;Ito;C-29579;Cornelius;Brandon;789 West Alameda;Westminster;US;34982,3068;18589,6
O-2050;29/07/2019;31/07/2019;E-280;Pamela;Ansman-Wolfe;C-29873;Mary;Alexander;2345 West Spencer Road;Lynnwood;US;6066,4671;4354,51
O-2051;29/07/2019;01/08/2019;E-278;Garrett;Vargas;C-29969;Robert;Lyeba;63 Free St.;Toronto;CA;231,1724;151,05
O-2052;29/07/2019;31/07/2019;E-277;Jillian;Carson;C-29508;Marvin;Allen;First Colony Mall;Sugar Land;US;214,236;179,49
O-2053;30/07/2019;01/08/2019;E-289;Jae;Pak;C-29770;Kathleen;Garza;6388 Lake City Way;Burnaby;CA;37479,6554;30036,2
O-2054;30/07/2019;01/08/2019;E-275;Michael;Blythe;C-29891;Diane;Krane;46460 West Oaks Drive;Novi;US;32887,0262;20715,54
O-2055;30/07/2019;01/08/2019;E-281;Shu;Ito;C-29809;Kerim;Hanif;60025 Bollinger Canyon Road;San Ramon;US;28923,1085;16778,3
O-2056;30/07/2019;02/08/2019;E-289;Jae;Pak;C-30083;Glenn;Track;55 Standish Court;Mississauga;CA;60281,31;34294,04
O-2057;31/07/2019;03/08/2019;E-277;Jillian;Carson;C-29535;Wayne;Banack;48255 I-10 E. @ Eastpoint Blvd.;Baytown;US;2521,6976;1714
O-2058;31/07/2019;03/08/2019;E-275;Michael;Blythe;C-29966;Richard;Lum;Attn: Accounts Payable;Melville;US;65150,7457;56114,34
O-2059;31/07/2019;31/07/2019;E-277;Jillian;Carson;C-30106;Michael;Vanderhyde;Lincoln Square;Arlington;US;4868,6565;3543,41
O-2060;31/07/2019;03/08/2019;E-276;Linda;Mitchell;C-29568;Donald;Blanton;Corporate Office;El Segundo;US;288,117;236,78
O-2061;31/07/2019;04/08/2019;E-282;José;Saraiva;C-29546;Christopher;Beck;93-2501, Blackfriars Road,;London;GB;56817,8354;20545,33
O-2062;01/08/2019;04/08/2019;E-277;Jillian;Carson;C-29772;Janet;Gates;800 Interchange Blvd.;Austin;US;99514,5024;68018,16
O-2063;02/08/2019;06/08/2019;E-283;David;Campbell;C-29580;Richard;Bready;4251 First Avenue;Seattle;US;75002,6273;70479,97
O-2064;03/08/2019;06/08/2019;E-279;Tsvi;Reiter;C-29999;Nikki;McCormick;2545 N.W. 107th Ave.;Miami;US;324,4527;203,17
O-2065;03/08/2019;05/08/2019;E-275;Michael;Blythe;C-29973;Denise;Maccietto;Port Huron;Port Huron;US;7719,321;6192,44
O-2066;04/08/2019;08/08/2019;E-277;Jillian;Carson;C-29827;Valerie;Hendricks;Kansas City Factory Outlet;Odessa;US;82582,8222;56115,03
O-2067;04/08/2019;07/08/2019;E-289;Jae;Pak;C-30067;Phyllis;Thomas;99, Rue Saint-pierre;Pnot-Rouge;CA;30842,6667;20680,01
O-2068;04/08/2019;07/08/2019;E-275;Michael;Blythe;C-29594;Dave;Browning;89950 Castleton Corner;Indianapolis;US;86493,3807;65207,36
O-2070;05/08/2019;08/08/2019;E-282;José;Saraiva;C-29778;Leo;Giakoumakis;Elmhurst Road, Goring;Reading;GB;9304,4953;5305,43
O-2071;06/08/2019;09/08/2019;E-283;David;Campbell;C-29599;Shirley;Bruner;4781 Highway 95;Sandpoint;US;40,373;37,91
O-2072;06/08/2019;10/08/2019;E-283;David;Campbell;C-29683;Eva;Corets;2540 Dell Range Blvd;Cheyenne;US;6413,6311;2636,64
O-2073;06/08/2019;12/08/2019;E-276;Linda;Mitchell;C-29744;John;Evans;7709 West Virginia Avenue;Phoenix;US;41679,2782;22627,68
O-2074;06/08/2019;17/08/2019;E-275;Michael;Blythe;C-29718;John;Donovan;42522 Northrupp;Fort Wayne;US;67,539;38,92
O-2075;07/08/2019;09/08/2019;E-275;Michael;Blythe;C-29844;Nancy;Hirota;Stateline Plaza;Plaistow;US;47948,7516;38291,87
O-2077;08/08/2019;11/08/2019;E-276;Linda;Mitchell;C-29565;Jimmy;Bischoff;3065 Santa Margarita Parkway;Trabuco Canyon;US;469,794;269,47
O-2078;09/08/2019;10/08/2019;E-280;Pamela;Ansman-Wolfe;C-29981;Kathy;Marcovecchio;9905 Three Rivers Drive;Kelso;US;9845,1474;6568,68
O-2079;09/08/2019;12/08/2019;E-279;Tsvi;Reiter;C-29704;Shawn;Demicell;2561 Nw 8410th Avenue;Miami;US;43807,0013;27913,82
O-2080;09/08/2019;11/08/2019;E-279;Tsvi;Reiter;C-29825;James;Hendergart;42525 Austell Road;Austell;US;33129,1617;12691,78
O-2081;09/08/2019;13/08/2019;E-276;Linda;Mitchell;C-29862;Lawrence;Hurkett;6753 Howard Hughes Parkway;Las Vegas;US;183,9382;104,75
O-2082;09/08/2019;12/08/2019;E-281;Shu;Ito;C-29489;Frances;Adams;6900 Sisk Road;Modesto;US;812,4274;679,35
O-2083;10/08/2019;13/08/2019;E-279;Tsvi;Reiter;C-29604;Edward;Buensalido;Highland Lakes Shopping Ctr.;Orlando;US;264,711;205,18
O-2084;10/08/2019;11/08/2019;E-279;Tsvi;Reiter;C-29500;Anna;Albright;Flagler Park Plaza;Miami;US;209,256;154,71
O-2085;10/08/2019;12/08/2019;E-277;Jillian;Carson;C-29920;Scott;Konersmann;52500 Liberty Way;Fort Worth;US;51,0518;36,71
O-2086;11/08/2019;15/08/2019;E-290;Hélène;Dupont;C-30114;Kevin;Verboort;39, avenue des Laurentides;Paris La Defense;FR;348,7055;323,32
O-2087;11/08/2019;15/08/2019;E-279;Tsvi;Reiter;C-30075;Mike;Tiano;Belz Factory Outlet;Orlando;US;28874,4471;16045,53
O-2088;12/08/2019;15/08/2019;E-279;Tsvi;Reiter;C-29849;Barbara;Hoffman;Dadeland Mall, Space 25090;Miami;US;1308,9375;909,19
O-2089;12/08/2019;16/08/2019;E-274;Stephen;Jiang;C-29605;Megan;Burke;Arcadia Crossing;Phoenix;US;29482,0603;16769,4
O-2090;12/08/2019;14/08/2019;E-289;Jae;Pak;C-29692;Thierry;D'Hers;Box 99354 300 Union Street;Saint John;CA;44166,0665;37037,67
O-2091;13/08/2019;16/08/2019;E-282;José;Saraiva;C-29587;John;Brooks;99-3 Forest Works;London;GB;52719,4376;33329,23
O-2092;14/08/2019;15/08/2019;E-281;Shu;Ito;C-29889;Jean;Jordan;440 West Huntington Dr.;Monrovia;US;47238,6521;35646,29
O-2093;14/08/2019;18/08/2019;E-289;Jae;Pak;C-29734;Jauna;Elson;2573 Dufferin Street;Toronto;CA;34681,7052;21291,1
O-2094;14/08/2019;16/08/2019;E-283;David;Campbell;C-29689;Scott;Culp;750 Lakeway Dr;Bellingham;US;72337,8288;44198,41
O-2095;15/08/2019;17/08/2019;E-275;Michael;Blythe;C-29533;Douglas;Baldwin;Horizon Outlet Center;Holland;US;3863,8275;2387,07
O-2096;16/08/2019;20/08/2019;E-277;Jillian;Carson;C-29937;Marjorie;Lee;2509 W. Frankford;Carrollton;US;35142,7647;21953,68
O-2097;16/08/2019;16/08/2019;E-275;Michael;Blythe;C-30109;Nieves;Vargas;Kensington Valley Shops;Howell;US;48997,224;28790,77
O-2098;17/08/2019;19/08/2019;E-275;Michael;Blythe;C-29610;Deanna;Buskirk;25264 E. 260th;Euclid;US;183,9382;143,95
O-2099;17/08/2019;21/08/2019;E-289;Jae;Pak;C-30048;Marcia;Sultan;251420a 170th Street;Edmonton;CA;66707,6253;53599,58
O-2100;18/08/2019;20/08/2019;E-290;Hélène;Dupont;C-29795;Lowell;Graham;5, place de la Concorde;Colombes;FR;18715,3153;10978,41
O-2101;18/08/2019;20/08/2019;E-290;Hélène;Dupont;C-29613;David;Byrnes;39, route de Marseille;Paris;FR;6919,2582;4777,75
O-2102;18/08/2019;23/08/2019;E-274;Stephen;Jiang;C-30096;Mary;Vaca;630 Oldgate Lane;Milford;US;26305,4643;14360,15
O-2103;19/08/2019;19/08/2019;E-277;Jillian;Carson;C-29782;Janet;Gilliat;9995 West Central Entrance;Duluth;US;269,964;168,48
O-2104;20/08/2019;23/08/2019;E-275;Michael;Blythe;C-29647;Baris;Cetinok;Westside Plaza;Nashua;US;51197,9881;44168,51
O-2105;20/08/2019;24/08/2019;E-274;Stephen;Jiang;C-29826;John;Hanson;825 W 500 S;Bountiful;US;383,052;314,14
O-2106;20/08/2019;24/08/2019;E-289;Jae;Pak;C-29994;Robin;McGuigan;2500 University Avenue;Toronto;CA;73798,9622;36191,01
O-2107;20/08/2019;23/08/2019;E-279;Tsvi;Reiter;C-29549;Shane;Belli;78025 E. Mercy Island Cswy;Merritt Island;US;28570,8366;19136,75
O-2108;21/08/2019;23/08/2019;E-281;Shu;Ito;C-29992;Sandra;Maynard;9952 E. Lohman Ave.;Las Cruces;US;43386,8027;38852,88
O-2109;22/08/2019;22/08/2019;E-283;David;Campbell;C-29532;James;Bailey;Southgate Mall;Missoula;US;2485,7036;1838,42
O-2110;22/08/2019;23/08/2019;E-281;Shu;Ito;C-29805;Erin;Hagens;25001 Montague Expressway;Milpitas;US;3604,1268;3012,33
O-2111;23/08/2019;26/08/2019;E-279;Tsvi;Reiter;C-30057;Damon;Taylor;Parkway City Mall;Huntsville;US;1409,382;1026,73
O-2112;23/08/2019;01/09/2019;E-289;Jae;Pak;C-29614;Ryan;Calafato;254480 River Rd;Richmond;CA;77480,9635;63247,71
O-2113;24/08/2019;27/08/2019;E-277;Jillian;Carson;C-29654;Yao-Qiang;Cheng;25 N State St;Chicago;US;7536,3114;5206,84
O-2114;24/08/2019;26/08/2019;E-275;Michael;Blythe;C-29658;Mike;Choi;Indiana Factory Shops;Daleville;US;29731,4902;22146,99
O-2115;24/08/2019;27/08/2019;E-276;Linda;Mitchell;C-29771;Dominic;Gash;5420 West 22500 South;Salt Lake City;US;2024,5486;1659,32
O-2116;24/08/2019;28/08/2019;E-275;Michael;Blythe;C-30065;Karen;Theisen;9963 Tresser Blvd.;Stamford;US;41365,4632;24711,73
O-2117;24/08/2019;26/08/2019;E-277;Jillian;Carson;C-30039;Robert;Stotka;Sports Stores @ Tuscola;Tuscola;US;5033,644;3151,06
O-2118;25/08/2019;29/08/2019;E-275;Michael;Blythe;C-29811;Mark;Hanson;9920 Picketts Line Road;Newport News;US;1692,4137;1218,03
O-2119;25/08/2019;26/08/2019;E-276;Linda;Mitchell;C-29636;Andy;Carothers;566 S. Main;Cedar City;US;6174,861;4382,92
O-2120;26/08/2019;30/08/2019;E-278;Garrett;Vargas;C-29761;Susan;French;69251 Creditview Road;Mississauga;CA;2960,1511;2501,03
O-2121;27/08/2019;31/08/2019;E-277;Jillian;Carson;C-29646;Stacey;Cereghino;220 Mercy Drive;Garland;US;99262,9841;74010,48
O-2122;27/08/2019;30/08/2019;E-289;Jae;Pak;C-30000;James;McCoy;9900-6400 Boul, Taschereau;Brossard;CA;60516,8114;48449,76
O-2123;27/08/2019;04/09/2019;E-280;Pamela;Ansman-Wolfe;C-29497;François;Ferrier;Eastridge Mall;Casper;US;72887,4109;57595,63
O-2124;28/08/2019;31/08/2019;E-278;Garrett;Vargas;C-29824;Brenda;Heaney;990th Floor 700 De La GauchetiSre Ou;Montreal;CA;65,6018;54
O-2125;28/08/2019;01/09/2019;E-290;Hélène;Dupont;C-29909;Jim;Kim;3101, avenue de Malakoff;Paris;FR;29157,5473;14882,01
O-2126;28/08/2019;01/09/2019;E-276;Linda;Mitchell;C-29783;Mary;Gimmi;5525 South Hover Road;Longmont;US;48434,2657;23180,64
O-2127;29/08/2019;01/09/2019;E-274;Stephen;Jiang;C-29867;Erik;Ismert;4927 S Meridian Ave Ste D;Puyallup;US;40,373;24,91
O-2128;29/08/2019;31/08/2019;E-283;David;Campbell;C-29890;Peggy;Justice;15 East Main;Port Orchard;US;70,6445;59,3
O-2129;30/08/2019;03/09/2019;E-279;Tsvi;Reiter;C-30041;Charles;Strange;20500 S.W. 2512th Ave;Miami;US;40,373;14,77
O-2130;30/08/2019;01/09/2019;E-282;José;Saraiva;C-30104;Rose;Vandenouer;7 Garden House Cloisters, 8 Batters;London;GB;1308,9375;905
O-2131;30/08/2019;03/09/2019;E-280;Pamela;Ansman-Wolfe;C-30018;Virginia;Miller;25111 228th St Sw;Bothell;US;113,97;106,54
O-2132;31/08/2019;04/09/2019;E-279;Tsvi;Reiter;C-29672;Takiko;Collins;6055 Shawnee Industrial Way;Suwanee;US;469,794;354,36
O-2133;31/08/2019;03/09/2019;E-279;Tsvi;Reiter;C-29520;Kyley;Arbelaez;Factory Stores Of America;Crossville;US;6185,5671;4592,79
O-2134;31/08/2019;02/09/2019;E-290;Hélène;Dupont;C-29875;Jay;Jamison;21801, rue Léo Delibes;Colombes;FR;648,9054;507,9
O-2135;01/09/2019;03/09/2019;E-276;Linda;Mitchell;C-29913;Anton;Kirilov;2575 Rocky Mountain Ave.;Loveland;US;60818,3513;37537,09
O-2136;01/09/2019;03/09/2019;E-275;Michael;Blythe;C-29633;Steve;Carnes;5998 E Lorain;Oberlin;US;7516,704;5833,71
O-2137;02/09/2019;12/09/2019;E-277;Jillian;Carson;C-30055;Julie;Taft-Rider;6996 South Lindbergh;Saint Louis;US;40134,6567;38055,68
O-2138;02/09/2019;04/09/2019;E-283;David;Campbell;C-29753;Kathie;Flood;705 SE Mall Parkway;Everett;US;20,52;15,06
O-2139;02/09/2019;04/09/2019;E-277;Jillian;Carson;C-29523;John;Arthur;2345 North Freeway;Houston;US;66436,2142;48345,63
O-2140;02/09/2019;05/09/2019;E-283;David;Campbell;C-29997;Lola;McCarthy;1050 Oak Street;Seattle;US;87654,2364;68414,13
O-2141;02/09/2019;04/09/2019;E-279;Tsvi;Reiter;C-29540;Adam;Barr;956k North Wesleyan Blvd.;Rocky Mount;US;9138,3399;6686,52
O-2142;03/09/2019;05/09/2019;E-279;Tsvi;Reiter;C-30011;Eric;Meyer;Horizon Outlet Center;Vero Beach;US;5637,528;4132,31
O-2143;03/09/2019;05/09/2019;E-277;Jillian;Carson;C-29792;Abigail;Gonzalez;99450 Highway 59 North;Humble;US;34271,4228;20905,57
O-2144;03/09/2019;05/09/2019;E-279;Tsvi;Reiter;C-29968;Helen;Lutes;Po Box 2257;Greensboro;US;35,994;27,54
O-2145;03/09/2019;06/09/2019;E-279;Tsvi;Reiter;C-29798;Geoff;Grisso;Po Box 08050;Nashville;US;7573,9797;5385,86
O-2146;03/09/2019;06/09/2019;E-283;David;Campbell;C-29787;Scott;Gode;2583 Se 272nd St;Kent;US;2458,9178;911,28
O-2147;04/09/2019;08/09/2019;E-276;Linda;Mitchell;C-29853;Juanita;Holman;Lake Elisnor Place;Lake Elsinore;US;49789,1608;30112,48
O-2148;04/09/2019;06/09/2019;E-279;Tsvi;Reiter;C-29896;Judith;Krane;Peachtree Mall;Columbus;US;42754,9923;36264,78
O-2149;04/09/2019;07/09/2019;E-289;Jae;Pak;C-29910;Shane;Kim;No. 25400 10665 Jasper Avenue;Edmonton;CA;38319,8765;26421,56
O-2150;04/09/2019;07/09/2019;E-287;Amy;Alberts;C-30030;Stefano;Stefani;997b Tradescant Road;London;GB;3923,9585;2973,58
O-2151;05/09/2019;09/09/2019;E-275;Michael;Blythe;C-29675;Aaron;Con;58 Teed Drive;Randolph;US;4610,739;3493,56
O-2152;05/09/2019;07/09/2019;E-276;Linda;Mitchell;C-29757;Garth;Fort;3250 Baldwin Park Blvd;Baldwin Park;US;314,4612;244,21
O-2153;05/09/2019;13/09/2019;E-275;Michael;Blythe;C-30085;Doris;Traube;Regency Hilltop Shopping Cntr;Virginia Beach;US;273,0916;158,56
O-2154;05/09/2019;07/09/2019;E-276;Linda;Mitchell;C-30094;Sairaj;Uddin;Natomas Marketplace;Sacramento;US;47221,4229;39236,28
O-2155;05/09/2019;08/09/2019;E-278;Garrett;Vargas;C-29946;Linda;Leste;630 University Avenue;Toronto;CA;23268,741;16902,41
O-2156;05/09/2019;09/09/2019;E-289;Jae;Pak;C-29541;Gytis;Barzdukas;25900-700-9th Ave S.W.;Calgary;CA;1503,2122;995,43
O-2157;06/09/2019;10/09/2019;E-278;Garrett;Vargas;C-29789;Brian;Goldstein;965 De La Gauchetiere West;Montreal;CA;31147,1853;17676,03
O-2158;06/09/2019;17/09/2019;E-276;Linda;Mitchell;C-30012;Helen;Meyer;7505 Laguna Boulevard;Elk Grove;US;2014,254;1407,16
O-2159;06/09/2019;10/09/2019;E-279;Tsvi;Reiter;C-29626;Jun;Cao;3333 Micro Drive;Millington;US;235,266;177,51
O-2160;06/09/2019;10/09/2019;E-276;Linda;Mitchell;C-29901;John;Kelly;Pacific West Outlet;Gilroy;US;39124,5205;26772,91
O-2161;07/09/2019;11/09/2019;E-282;José;Saraiva;C-29904;Mary;Kesslep;Wharfdale Road;Berkshire;GB;36513,5572;32347,36
O-2162;07/09/2019;10/09/2019;E-275;Michael;Blythe;C-29619;DeeDee;Cameron;6225 Glenway Ave.;Cincinnati;US;325,8977;280,6
O-2163;07/09/2019;10/09/2019;E-281;Shu;Ito;C-29560;Matthias;Berndt;Escondido;Escondido;US;59569,2312;38291,1
O-2164;08/09/2019;10/09/2019;E-279;Tsvi;Reiter;C-29507;Phyllis;Allen;Gulfport Factory Shops;Gulfport;US;36401,1336;28611,29
O-2165;08/09/2019;11/09/2019;E-278;Garrett;Vargas;C-29627;Johnny;Caprio;22580 Free Street;Toronto;CA;22534,867;17227,91
O-2166;08/09/2019;10/09/2019;E-290;Hélène;Dupont;C-29869;Raman;Iyer;2111, rue de Linois;Orly;FR;7980,9201;7435,03
O-2167;08/09/2019;17/09/2019;E-282;José;Saraiva;C-29857;Janice;Hows;399 Clearing Green;London;GB;67,539;45,99
O-2168;09/09/2019;12/09/2019;E-276;Linda;Mitchell;C-29924;Mitch;Kennedy;C/O Starpak, Inc.;Greeley;US;79066,7942;69286,23
O-2169;09/09/2019;11/09/2019;E-275;Michael;Blythe;C-29765;Paul;Fulton;Horizon Outlet Center;Monroe;US;20,1865;16,1
O-2170;09/09/2019;13/09/2019;E-289;Jae;Pak;C-29797;Jane;Greer;2550 Signet Drive;Weston;CA;11547,357;10463,06
O-2171;09/09/2019;13/09/2019;E-290;Hélène;Dupont;C-30026;Scott;Mitchell;98, rue Montcalm;Paris;FR;14563,614;10526,58
O-2172;10/09/2019;12/09/2019;E-276;Linda;Mitchell;C-29522;Thomas;Armstrong;Fox Hills;Culver City;US;41005,0451;27678,41
O-2173;10/09/2019;13/09/2019;E-284;Tete;Mensa-Annan;C-29588;Willie;Brooks;Holiday Village Mall;Great Falls;US;88,932;71,54
O-2174;10/09/2019;12/09/2019;E-290;Hélène;Dupont;C-29630;Ty Loren;Carlson;36, avenue de la Gare;Paris;FR;647,994;521,96
O-2175;11/09/2019;15/09/2019;E-284;Tete;Mensa-Annan;C-29571;Gabriel;Bockenkamp;67 Rainer Ave S;Renton;US;11405,6226;7864,17
O-2176;11/09/2019;15/09/2019;E-289;Jae;Pak;C-30115;Dora;Verdad;Suite 2502 410 Albert Street;Waterloo;CA;2618,892;1639,43
O-2177;11/09/2019;15/09/2019;E-279;Tsvi;Reiter;C-29888;Brannon;Jones;3990 Silas Creek Parkway;Winston-Salem;US;49578,7581;21467,6
O-2178;12/09/2019;13/09/2019;E-282;José;Saraiva;C-29985;Linda;Martin;Park House-4th Floor, 2516 Park St.;London;GB;11173,6908;8650,67
O-2179;12/09/2019;16/09/2019;E-289;Jae;Pak;C-30074;Yuping;Tian;Depot 80;Sillery;CA;95370,5312;74551,14
O-2180;12/09/2019;14/09/2019;E-289;Jae;Pak;C-29895;Lori;Kane;9693 Louis H Lafontaine;Ville De'anjou;CA;47151,2741;43034,96
O-2181;12/09/2019;16/09/2019;E-278;Garrett;Vargas;C-30058;Mike;Taylor;750 Philip Street;Waterloo;CA;647,994;372,79
O-2182;12/09/2019;15/09/2019;E-289;Jae;Pak;C-29620;Joan;Campbell;P.O. Box 44000;Winnipeg;CA;5031,8056;3307,91
O-2183;12/09/2019;16/09/2019;E-275;Michael;Blythe;C-29961;John;Long;6900 William Richardson Ct.;South Bend;US;469,794;268,39
O-2184;12/09/2019;16/09/2019;E-276;Linda;Mitchell;C-29865;Lucio;Iallo;Simi @ The Plaza;Simi Valley;US;5887,3122;3708,42
O-2185;13/09/2019;18/09/2019;E-289;Jae;Pak;C-29558;John;Berger;5700 Explorer Drive;Mississauga;CA;1366,2229;807,71
O-2186;13/09/2019;15/09/2019;E-289;Jae;Pak;C-30042;Ruby Sue;Styles;46990 Viking Way;Richmond;CA;780,8182;525,8
O-2187;13/09/2019;16/09/2019;E-276;Linda;Mitchell;C-29949;George;Li;910 Main Street.;Sparks;US;20,52;7,19
O-2188;13/09/2019;15/09/2019;E-284;Tete;Mensa-Annan;C-29925;Margaret;Krupka;Great Northwestern;North Bend;US;209,256;198,38
O-2189;13/09/2019;16/09/2019;E-277;Jillian;Carson;C-29593;Mary;Browning;Noah Lane;Chicago;US;1153,7883;705,43
O-2190;13/09/2019;16/09/2019;E-282;José;Saraiva;C-29990;Jennifer;Maxham;Butterfield Hse, 7-251 Chapel St;Lancaster;GB;1466,01;934,43
O-2191;14/09/2019;16/09/2019;E-289;Jae;Pak;C-29677;William;Conner;2560 Bay Street;Toronto;CA;3554,6638;2926,91
O-2193;15/09/2019;18/09/2019;E-275;Michael;Blythe;C-29509;Michael;Allen;Lake Region Factory Outlet;Tilton;US;49380,0704;45908,65
O-2194;16/09/2019;19/09/2019;E-277;Jillian;Carson;C-29819;Ann;Hass;Medford Outlet Center;Medford;US;1308,9375;1119,14
O-2195;16/09/2019;20/09/2019;E-284;Tete;Mensa-Annan;C-29617;Lindsey;Camacho;S Sound Ctr Suite 25300;Lacey;US;43444,0996;33095,72
O-2196;16/09/2019;20/09/2019;E-289;Jae;Pak;C-29780;Frances;Giglio;9979 Bayview Drive;Barrie;CA;3259,0306;2279,04
O-2197;16/09/2019;20/09/2019;E-279;Tsvi;Reiter;C-29880;Samuel;Johnson;Carolina Factory Shops;Gaffney;US;14288,7081;7614,45
O-2198;16/09/2019;17/09/2019;E-290;Hélène;Dupont;C-30103;Mandy;Vance;88, avenue de l´ Union Centrale;Paris;FR;87994,6863;52972,8
O-2199;16/09/2019;22/09/2019;E-278;Garrett;Vargas;C-29544;Shaun;Beasley;2500-622 5th Ave Sw;Calgary;CA;8218,6358;5587,03
O-2200;16/09/2019;22/09/2019;E-278;Garrett;Vargas;C-29601;Dirk;Bruno;251 Indell Lane;Brampton;CA;47565,7446;39412,97
O-2201;16/09/2019;18/09/2019;E-289;Jae;Pak;C-29785;Diane;Glimp;4400 March Road;Kanata;CA;202,332;133,9
O-2202;17/09/2019;19/09/2019;E-275;Michael;Blythe;C-29828;Jay;Henningsen;Green Acres Mall;Valley Stream;US;40041,8772;35805,45
O-2203;17/09/2019;18/09/2019;E-274;Stephen;Jiang;C-29680;Dorothy;Contreras;Suite 25800 3401 - 10810th Avenue;Surrey;CA;2709,6518;2257,14
O-2204;17/09/2019;28/09/2019;E-275;Michael;Blythe;C-29724;Bernard;Duerr;Connecticut Post Mall;Milford;US;46280,8779;36483,22
O-2205;18/09/2019;22/09/2019;E-281;Shu;Ito;C-29521;Tom;Johnston;Belz Factory Outlet;Las Vegas;US;6941,8359;3829,81
O-2206;18/09/2019;22/09/2019;E-282;José;Saraiva;C-29618;Gustavo;Camargo;Ellesfield Ave;Bracknell;GB;52295,4773;30681,76
O-2207;18/09/2019;20/09/2019;E-281;Shu;Ito;C-29598;Michael;Brundage;22555 Paseo De Las Americas;San Diego;US;7477,5973;3750,02
O-2208;19/09/2019;21/09/2019;E-276;Linda;Mitchell;C-29935;Elsa;Leavitt;2575 West 2700 South;Salt Lake City;US;35291,1994;32905,51
O-2209;19/09/2019;21/09/2019;E-277;Jillian;Carson;C-29732;Carol;Elliott;25220 Airline Road;Corpus Christi;US;24644,2293;15055,16
